   5.5039000e-01   1.7094000e+01   1.4440900e+00   1.4113000e-02
   5.7244000e-01   1.7200000e+01   1.3857350e+00   1.3110000e-02
   5.9476000e-01   1.7302000e+01   1.3278250e+00   1.2177000e-02
   6.1732000e-01   1.7400000e+01   1.2702300e+00   1.1345000e-02
   6.4010000e-01   1.7494000e+01   1.2133550e+00   1.0592000e-02
   6.6311000e-01   1.7585000e+01   1.1578400e+00   9.8859000e-03
   6.8632000e-01   1.7672000e+01   1.1039150e+00   9.2333000e-03
   7.0972000e-01   1.7756000e+01   1.0512050e+00   8.6466000e-03
   7.3329000e-01   1.7835000e+01   9.9999500e-01   8.1196000e-03
   7.5702000e-01   1.7911000e+01   9.5101000e-01   7.6357000e-03
   7.8090000e-01   1.7981000e+01   9.0500000e-01   7.1816000e-03
   8.0491000e-01   1.8045000e+01   8.6253000e-01   6.7748000e-03
   8.2904000e-01   1.8103000e+01   8.2381500e-01   6.4267000e-03
   8.5327000e-01   1.8154000e+01   7.8936500e-01   6.1337000e-03
   8.7759000e-01   1.8198000e+01   7.5986000e-01   5.8798000e-03
   9.0198000e-01   1.8235000e+01   7.3550000e-01   5.6616000e-03
   9.2644000e-01   1.8264000e+01   7.1638500e-01   5.5016000e-03
   9.5093000e-01   1.8285000e+01   7.0278000e-01   5.3930000e-03
   9.7546000e-01   1.8297000e+01   6.9475500e-01   5.3255000e-03
   1.0000000e+00   1.8301000e+01   6.9209500e-01   5.3048000e-03
   1.0245400e+00   1.8297000e+01   6.9475500e-01   5.3255000e-03
   1.0490700e+00   1.8285000e+01   7.0278000e-01   5.3930000e-03
   1.0735600e+00   1.8264000e+01   7.1638500e-01   5.5016000e-03
   1.0980200e+00   1.8235000e+01   7.3550000e-01   5.6616000e-03
   1.1224100e+00   1.8198000e+01   7.5986000e-01   5.8798000e-03
   1.1467300e+00   1.8154000e+01   7.8936500e-01   6.1337000e-03
   1.1709600e+00   1.8103000e+01   8.2381500e-01   6.4267000e-03
   1.1950900e+00   1.8045000e+01   8.6253000e-01   6.7748000e-03
   1.2191000e+00   1.7981000e+01   9.0500000e-01   7.1816000e-03
   1.2429800e+00   1.7911000e+01   9.5101000e-01   7.6357000e-03
   1.2667100e+00   1.7835000e+01   9.9999500e-01   8.1196000e-03
   1.2902800e+00   1.7756000e+01   1.0512050e+00   8.6466000e-03
   1.3136800e+00   1.7672000e+01   1.1039150e+00   9.2333000e-03
   1.3368900e+00   1.7585000e+01   1.1578400e+00   9.8859000e-03
   1.3599000e+00   1.7494000e+01   1.2133550e+00   1.0592000e-02
   1.3826800e+00   1.7400000e+01   1.2702300e+00   1.1345000e-02
   1.4052400e+00   1.7302000e+01   1.3278250e+00   1.2177000e-02
   1.4275600e+00   1.7200000e+01   1.3857350e+00   1.3110000e-02
   1.4496100e+00   1.7094000e+01   1.4440900e+00   1.4113000e-02
   1.4714000e+00   1.6985000e+01   1.5031400e+00   1.5138000e-02
   1.4929000e+00   1.6872000e+01   1.5622750e+00   1.6216000e-02
   1.5141000e+00   1.6756000e+01   1.6209750e+00   1.7405000e-02
   1.5350000e+00   1.6637000e+01   1.6806700e+00   1.8677000e-02
   1.5555700e+00   1.6515000e+01   1.7426850e+00   2.0041000e-02
   1.5758100e+00   1.6389000e+01   1.8073650e+00   2.1599000e-02
   1.5957000e+00   1.6260000e+01   1.8745150e+00   2.3332000e-02
   1.6152300e+00   1.6128000e+01   1.9439550e+00   2.5252000e-02
   1.6343900e+00   1.5993000e+01   2.0164600e+00   2.7294000e-02
   1.6531700e+00   1.5855000e+01   2.0922200e+00   2.9542000e-02
   1.6715600e+00   1.5714000e+01   2.1720200e+00   3.2081000e-02
   1.6895400e+00   1.5569000e+01   2.2575200e+00   3.4778000e-02
   1.7071100e+00   1.5419000e+01   2.3487400e+00   3.7691000e-02
   1.7242500e+00   1.5264000e+01   2.4455650e+00   4.0905000e-02
   1.7409500e+00   1.5101000e+01   2.5482350e+00   4.4450000e-02
   1.7572100e+00   1.4931000e+01   2.6573600e+00   4.8437000e-02
   1.7730100e+00   1.4750000e+01   2.7735000e+00   5.2796000e-02
   1.7883500e+00   1.4557000e+01   2.8964800e+00   5.7571000e-02
   1.8032100e+00   1.4349000e+01   3.0264450e+00   6.2873000e-02
   1.8175800e+00   1.4121000e+01   3.1644450e+00   6.8550000e-02
   1.8314700e+00   1.3870000e+01   3.3100000e+00   7.4586000e-02
   1.8448500e+00   1.3590000e+01   3.4613400e+00   8.0926000e-02
   1.8577300e+00   1.3276000e+01   3.6155150e+00   8.7356000e-02
   1.8700900e+00   1.2921000e+01   3.7663600e+00   9.3697000e-02
   1.8819200e+00   1.2520000e+01   3.9045400e+00   9.9796000e-02
   1.8932200e+00   1.2066000e+01   4.0173300e+00   1.0552000e-01
   1.9039890e+00   1.1550000e+01   4.0897250e+00   1.1061000e-01
   1.9142100e+00   1.0967000e+01   4.1045400e+00   1.1479000e-01
   1.9238800e+00   1.0311000e+01   4.0434500e+00   1.1768000e-01
   1.9329930e+00   9.5790000e+00   3.8893900e+00   1.1894000e-01
   1.9415440e+00   8.7741000e+00   3.6301255e+00   1.1864000e-01
   1.9495280e+00   7.9052000e+00   3.2636710e+00   1.1746000e-01
   1.9569400e+00   6.9892000e+00   2.8043640e+00   1.1677000e-01
   1.9637760e+00   6.0493000e+00   2.2848285e+00   1.1817000e-01
   1.9700310e+00   5.1133000e+00   1.7522065e+00   1.2255000e-01
   1.9757020e+00   4.2095000e+00   1.2566674e+00   1.2933000e-01
   1.9807850e+00   3.3632000e+00   8.3776940e-01   1.3678000e-01
   1.9852780e+00   2.5939000e+00   5.1507750e-01   1.4332000e-01
   1.9891770e+00   1.9148000e+00   2.8817254e-01   1.4859000e-01
   1.9924795e+00   1.3339000e+00   1.4302141e-01   1.5321000e-01
   1.9951847e+00   8.5555000e-01   6.0024418e-02   1.5782000e-01
   1.9972905e+00   4.8197000e-01   1.9386980e-02   1.6259000e-01
   1.9987955e+00   2.1443000e-01   3.8915791e-03   1.6700000e-01
   1.9996988e+00   5.3639000e-02   2.4576032e-04   1.7021000e-01
   2.0000000e+00   0.0000000e+00   2.7852050e-28   1.7146000e-01
